epoch,train_loss,train_acc,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,val_loss,val_acc,val_precision_macro,val_recall_macro,val_f1_macro,val_precision_weighted,val_recall_weighted,val_f1_weighted,lr,seconds
1,1.1235040082746737,0.7128471890808438,0.7115556996565715,0.7174069195136075,0.7130934053814076,0.7125963389592455,0.7128471890808438,0.7111658847054952,0.8554209882359353,0.8532006333408731,0.8443545260183534,0.8587355436738175,0.8503152870422228,0.8554140095651248,0.8532006333408731,0.8528648021932754,0.0001,504.65
2,0.8160279399112764,0.8550634723680443,0.8548587648484596,0.8588113781123335,0.8564516315285264,0.8549877152383691,0.8550634723680443,0.8545677645086744,0.797477717240238,0.8826057453064917,0.8823947135995263,0.8805396816077931,0.8811132392433354,0.8828930364981753,0.8826057453064917,0.8824194159059651,0.0001,731.07
3,0.7324609866724381,0.8977283573542044,0.8976351750644451,0.9007769832078749,0.8989987170483744,0.8976279212275025,0.8977283573542044,0.8974269319099998,0.785407388474547,0.8891653472065144,0.8869834417041004,0.8882658154812085,0.8874936679862657,0.8890419248088353,0.8891653472065144,0.8889867394542449,0.0001,508.46
4,0.6813024899722215,0.9239286055168464,0.9240897412023832,0.9269426462072958,0.9253550909875253,0.9238068350117781,0.9239286055168464,0.9236721722099549,0.781830096724777,0.8950463695996381,0.8927398876564716,0.8964389870039944,0.8940847586844685,0.8962429877472662,0.8950463695996381,0.8948266801922691,0.0001,211.69
5,0.6462832498473043,0.939677388565429,0.9398461361579077,0.942185929357267,0.9409046358502609,0.9396645757247905,0.939677388565429,0.9395349540929409,0.7750722403724224,0.8943677900927391,0.8888738779889372,0.8892212400117014,0.8883351828478205,0.8953676738892169,0.8943677900927391,0.8941016227227918,0.0001,234.35
6,0.6204253974290389,0.9507015366994369,0.9509210532553696,0.9528520845396642,0.9518171168306007,0.9506261842658867,0.9507015366994369,0.9505790201810307,0.7647822025646804,0.8961773354444695,0.8964115763790848,0.8932771026437057,0.8941916950097923,0.8967994409684941,0.8961773354444695,0.8960513552123032,0.0001,219.73
7,0.6018763145463344,0.9586236518087239,0.9589745577015459,0.9599644180660105,0.9594455001225899,0.958567980040321,0.9586236518087239,0.9585683036656455,0.7589636379117691,0.8945939832617055,0.887498209514318,0.8955443507210878,0.8907784881602606,0.8960381827912275,0.8945939832617055,0.8946004791105712,0.0001,224.95
8,0.5845304699165739,0.9659730838980625,0.966046596135449,0.9674296467863347,0.9667017177535306,0.9659620590947834,0.9659730838980625,0.9659229182839365,0.7553704325577383,0.9022845510065596,0.9016771899123907,0.8969735960538411,0.8988570872019588,0.902661967120058,0.9022845510065596,0.9020516613656006,0.0001,224.95
9,0.5729413332915937,0.9706499952276415,0.9708358522391058,0.9718048639258831,0.9712998384280382,0.9706294381487796,0.9706499952276415,0.970615435636547,0.770432266733868,0.8959511422755033,0.8960630367836078,0.8837912836031763,0.8889009094359802,0.8970810485727179,0.8959511422755033,0.8958899567365315,0.0001,228.2
10,0.5632356566031994,0.9738474754223537,0.9739404790028914,0.9749753329473074,0.974435916579084,0.9738461463389578,0.9738474754223537,0.9738202631493879,0.7595588550312005,0.8988916534720651,0.8938883273333746,0.8926066303016043,0.8928384367807928,0.8994217044898368,0.8988916534720651,0.8988226985459594,0.0001,226.97
11,0.5554885336139155,0.9781903216569628,0.9782404170430042,0.9791524609148813,0.9786780169362346,0.9781957485890006,0.9781903216569628,0.9781710976820633,0.7561044019828741,0.8970821081203347,0.8996341574176648,0.8878405903049766,0.8935318718967982,0.897201016438962,0.8970821081203347,0.8969769992975104,0.0001,212.26
12,0.5503140843766807,0.9781425980719671,0.9781569807517796,0.9791024609148813,0.9786105392558795,0.9781555667786604,0.9781425980719671,0.9781260210739097,0.765517142678623,0.8984392671341326,0.9008218926002158,0.8896704030839139,0.8948191076491796,0.8988614261792779,0.8984392671341326,0.8983512937324967,5e-05,175.92
13,0.5286615102120662,0.9874964207311253,0.9874797433332979,0.9880600463231037,0.9877627176835867,0.987502522105388,0.9874964207311253,0.9874908672627153,0.7430968538543483,0.9061298348789867,0.9058690019974358,0.9010402126388355,0.9031216222316069,0.9067838604173696,0.9061298348789867,0.9061567606854635,5e-05,227.86
14,0.5252213812607145,0.9879736565810824,0.9880016912933782,0.9886152866242038,0.988300957235362,0.987973674953508,0.9879736565810824,0.9879645568354087,0.7403025793573539,0.9059036417100204,0.9079327294166375,0.8949011531836868,0.9010632688244435,0.9061317673792424,0.9059036417100204,0.9057459751992621,5e-05,228.14
15,0.5193085556120389,0.9900257707358977,0.9901173626153503,0.9905167052692531,0.9903130530573812,0.9900222919882411,0.9900257707358977,0.990019435616503,0.7473108905374505,0.9043202895272563,0.9006382724978732,0.8987575041506767,0.8996148517565414,0.9043751381691066,0.9043202895272563,0.9042492047944167,5e-05,193.87
16,0.517731223970444,0.9901212179058891,0.9901396775167425,0.9905062246670526,0.9903186638177903,0.9901236200579531,0.9901212179058891,0.9901176357906908,0.7382442652707293,0.9074869938927844,0.9048525945836257,0.9007611259079995,0.9026695555875139,0.9076041906736826,0.9074869938927844,0.9074123235329491,5e-05,179.44
17,0.5154390791120836,0.9908847952658204,0.9909538578939527,0.9911405037637522,0.9910444808907273,0.9908892544119893,0.9908847952658204,0.9908842624093124,0.7360071878887846,0.9095227324134811,0.9093725074961618,0.9030817584557589,0.9061358605128556,0.9096538819528011,0.9095227324134811,0.9094994317857967,5e-05,117.63
18,0.5110203824369145,0.9922687792306958,0.9923049620548515,0.9924938332368269,0.9923977585454021,0.9922714898938899,0.9922687792306958,0.9922683842909633,0.737303781195265,0.9090703460755485,0.9039781362286495,0.9054317257951341,0.9045786140658694,0.9092415770628316,0.9090703460755485,0.9089989654384081,5e-05,334.38
19,0.5104928487492072,0.992077884890713,0.992118496944761,0.9922247828604517,0.9921696305537504,0.992080970574088,0.992077884890713,0.992077449267184,0.7442067820368997,0.9034155168513911,0.9061033669940828,0.8947433992164306,0.9000222692323192,0.9039599654843493,0.9034155168513911,0.9032892839528414,5e-05,187.06
20,0.5086037643119399,0.9923165028156915,0.9924213759673822,0.9925990735379271,0.9925085302655681,0.9923165595968446,0.9923165028156915,0.9923147539219118,0.747944801870554,0.9063560280479529,0.9043661744747055,0.9027565841008016,0.9034195501809207,0.9064739688321778,0.9063560280479529,0.9062800494835777,5e-05,110.94
21,0.5053227088646408,0.9934618688555884,0.9935381097440634,0.9936885929357266,0.9936124751057709,0.9934620523339385,0.9934618688555884,0.9934610095687415,0.7453696173231301,0.9081655733996833,0.9081723043095615,0.9030817744015402,0.9053105958591092,0.9087832852114396,0.9081655733996833,0.9081862954398991,2.5e-05,113.9
22,0.5026493776364557,0.9943208933855111,0.994272965818567,0.9945057324840765,0.9943881519641491,0.9943217635788913,0.9943208933855111,0.9943199106834099,0.7330652958085919,0.9104275050893463,0.916668800298375,0.9035757309127693,0.9097149203676145,0.9107450272986047,0.9104275050893463,0.9102791854851195,2.5e-05,114.16
23,0.5004294254806668,0.9953708122554167,0.9953723532858819,0.9955643022582513,0.9954673390770026,0.9953712826388905,0.9953708122554167,0.9953699172612394,0.7340631271225649,0.9074869938927844,0.9067468721757757,0.902608711595065,0.9045465340971176,0.9075846744494016,0.9074869938927844,0.9074392494844645,2.5e-05,113.68
24,0.4990343847404036,0.9956094301803952,0.9955955136703156,0.9958143022582513,0.9957038014004185,0.995610645063109,0.9956094301803952,0.9956087376277621,0.7419653410448852,0.9059036417100204,0.907835082083365,0.8969668070586898,0.902155013314555,0.9060724036453537,0.9059036417100204,0.9057931542370552,2.5e-05,113.25
25,0.49779424476091033,0.9959912188603608,0.9960077390761676,0.9960900115807759,0.9960483434989882,0.9959914359790393,0.9959912188603608,0.9959907855769531,0.7383151649215377,0.905677448541054,0.9058010935470411,0.8983025772970943,0.9018823138475556,0.9057456296857689,0.905677448541054,0.9055661722599454,2.5e-05,112.93
26,0.4971314694199431,0.9957526009353823,0.9957867352386013,0.9959366821077011,0.9958608907550046,0.9957537595599307,0.9957526009353823,0.9957522845131738,0.739369358864879,0.9072608007238181,0.9070535682334341,0.9020823301125953,0.9043840235223074,0.9073094804424118,0.9072608007238181,0.9071546132174207,1.25e-05,113.83
27,0.4967551389598,0.995466259425408,0.9955130100778864,0.9955538216560509,0.9955331983576224,0.9954666321917681,0.995466259425408,0.9954662296590758,0.7398966974032138,0.9083917665686496,0.91062544878678,0.9010116765308281,0.9051056814111031,0.9092644830066883,0.9083917665686496,0.9081475575123032,1.25e-05,113.74
28,0.49547488111183025,0.9960866660303522,0.996163601757216,0.9962452518818761,0.996203536204922,0.9960873854437088,0.9960866660303522,0.9960861414839,0.737401927442363,0.9070346075548519,0.9093433016204325,0.9001250332128699,0.9043792707754884,0.9074940531651924,0.9070346075548519,0.9069415934694152,1.25e-05,113.66
29,0.49451233675441886,0.9964684547103179,0.9964948430757425,0.9966314418066009,0.9965624932223967,0.9964693525214453,0.9964684547103179,0.9964681887987767,0.739574188035798,0.9052250622031215,0.9147312408648534,0.8913278138318064,0.9020816292454401,0.9062636742743321,0.9052250622031215,0.9050368973577588,1.25e-05,113.7
30,0.4926024241006885,0.9978524386751932,0.9978745467266521,0.9979157209033005,0.9978950155202011,0.9978525799385748,0.9978524386751932,0.9978523878299795,0.7369087812075974,0.9092965392445148,0.9104929517817143,0.904994196515856,0.9072202247625737,0.9102571326381682,0.9092965392445148,0.9091502943228613,6.25e-06,114.05
